,Area (m2),Property Type,Bedrooms,Bathrooms,Address,Law Document,Quarter,Year,Latitude,Longitude,Postal Code,Importance,Place Rank,City,Price (billion VND)
25011,65.0,2.0,5.0,5.0,4369.0,6.0,2.0,2021.0,10.876248,106.660338,71514.0,0.0534003669794765,26.0,1.0,14.5
4307,153.0,2.0,6.0,5.0,6266.0,6.0,4.0,2023.0,10.79190292797255,106.71635624507576,72508.0,0.0534003669794765,26.0,0.0,6.0
1079,67.0,0.0,2.0,2.0,6058.0,4.0,2.0,2023.0,10.733491191754666,106.65381188648328,72900.0,0.0534003669794765,26.0,0.0,3.8
25342,60.0,2.0,4.0,2.0,5150.0,3.0,4.0,2019.0,20.9344418,105.84622880000006,12506.0,0.0534061638818951,26.0,1.0,1.85
4060,92.0,0.0,3.0,2.0,1603.0,4.0,3.0,2021.0,10.7440413,106.6729433,73009.0,6.703364614323671e-05,30.0,0.0,3.0
28672,240.0,2.0,4.0,5.0,3817.0,3.0,2.0,2021.0,21.0465833,105.8775243,10207.0,7.283054856179167e-05,30.0,1.0,16.0
12296,140.0,0.0,4.0,2.0,2138.0,5.0,3.0,2021.0,21.027964,105.8510132,11006.0,7.283054856179167e-05,30.0,1.0,85.0
10354,65.0,0.0,4.0,2.0,1859.0,5.0,2.0,2019.0,21.08552,105.86951,11810.0,0.0534061638818951,26.0,1.0,0.14
25442,70.0,2.0,6.0,5.0,7081.0,6.0,2.0,2019.0,21.03765,105.81766,10062.0,0.0400728305485618,27.0,1.0,12.5
31285,58.0,2.0,4.0,2.0,5234.0,3.0,2.0,2023.0,21.0082189,105.8237382,10165.0,0.0534061638818951,26.0,1.0,10.8
27558,110.0,2.0,6.0,2.0,37.0,3.0,2.0,2022.0,20.9789165,105.7870486,10162.0,0.0534061638818951,26.0,1.0,27.5
22510,42.0,3.0,3.0,3.0,7373.0,6.0,3.0,2021.0,21.0388719,105.7923185,10179.0,7.283054856179167e-05,30.0,1.0,4.33
13883,55.5,0.0,2.0,1.0,1944.0,3.0,1.0,2022.0,21.0105208,105.952941,10000.0,0.0534061638818951,26.0,1.0,1.95
27435,42.0,2.0,4.0,2.0,4159.0,2.0,3.0,2022.0,21.0200535,105.8246266,10265.0,0.0400728305485618,27.0,1.0,6.1
17440,50.0,3.0,4.0,2.0,7130.0,3.0,4.0,2021.0,21.0189994,105.8212255,10265.0,0.0534061638818951,26.0,1.0,14.5
21281,50.0,3.0,4.0,2.0,5646.0,6.0,2.0,2019.0,21.02936,105.81785,10289.0,7.283054856179167e-05,30.0,1.0,4.4
5694,55.6,2.0,2.0,3.0,5846.0,6.0,4.0,2022.0,10.762875850714352,106.67472108139032,72406.0,0.0534003669794765,26.0,0.0,4.5
17178,20.0,3.0,2.0,3.0,2148.0,3.0,1.0,2022.0,21.0217391,105.8297637,10081.0,7.283054856179167e-05,30.0,1.0,2.1
1154,105.6,0.0,3.0,3.0,4544.0,4.0,3.0,2023.0,10.7313572,106.7317098,71800.0,6.703364614323671e-05,30.0,0.0,5.4
21609,50.0,3.0,2.0,2.0,203.0,3.0,2.0,2019.0,21.03444,105.83141,11112.0,7.283054856179167e-05,30.0,1.0,2.8
35345,110.0,4.0,5.0,4.0,5325.0,3.0,4.0,2021.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,23.0
3803,84.61,0.0,2.0,2.0,3946.0,4.0,4.0,2021.0,10.73330827822062,106.71886204216445,72915.0,0.0534003669794765,26.0,0.0,6.5
20951,94.0,3.0,3.0,2.0,5291.0,6.0,2.0,2019.0,21.00859,105.86626,11622.0,0.0534061638818951,26.0,1.0,10.0
29245,137.0,2.0,3.0,3.0,1626.0,3.0,4.0,2021.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,38.0
25599,40.0,2.0,4.0,3.0,1431.0,3.0,2.0,2019.0,20.9901,105.82182,11718.0,0.0534061638818951,26.0,1.0,3.5
25090,60.0,2.0,4.0,2.0,5109.0,3.0,1.0,2021.0,21.0434174,105.8211178,10062.0,7.283054856179167e-05,30.0,1.0,14.3
4289,36.7,2.0,2.0,1.0,3902.0,6.0,2.0,2023.0,10.790914605072365,106.70994438063288,71006.0,0.0534003669794765,26.0,0.0,6.9
10217,95.0,0.0,4.0,2.0,6365.0,5.0,2.0,2019.0,21.06428,105.80627,10206.0,7.283054856179167e-05,30.0,1.0,3.2
11938,83.0,0.0,2.0,2.0,1360.0,5.0,1.0,2022.0,21.0634093,105.7952744,10264.0,0.0534061638818951,26.0,1.0,3.3
1902,122.0,0.0,3.0,2.0,4240.0,6.0,4.0,2022.0,10.823536666929058,106.62987969073323,71509.0,0.0534003669794765,26.0,0.0,3.4
35979,162.0,4.0,5.0,5.0,1816.0,4.0,1.0,2022.0,20.979868,105.7439194,10170.0,0.0400728305485618,27.0,1.0,17.0
18350,100.0,3.0,4.0,2.0,1983.0,5.0,2.0,2020.0,21.005389,105.8162083,10165.0,0.0534061638818951,26.0,1.0,2.9
16796,70.0,3.0,6.0,6.0,4395.0,3.0,3.0,2022.0,21.0139865,105.7971098,10055.0,0.0534061638818951,26.0,1.0,16.0
13357,72.0,0.0,2.0,2.0,3472.0,6.0,4.0,2020.0,21.0652141,105.80776049999996,11207.0,9.99999999995449e-06,30.0,1.0,2.1
27226,195.0,2.0,16.0,2.0,5207.0,5.0,4.0,2022.0,21.053238,105.8260943,10202.0,0.0534061638818951,26.0,1.0,73.0
29108,30.0,2.0,1.0,1.0,2116.0,3.0,3.0,2021.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,11.0
10202,67.0,0.0,4.0,2.0,4135.0,5.0,2.0,2019.0,21.08962,105.81915,12323.0,0.390764987318468,26.0,1.0,2.1
20277,58.0,3.0,4.0,2.0,5295.0,3.0,2.0,2019.0,21.00284,105.8561,11617.0,7.283054856179167e-05,30.0,1.0,3.4
10450,55.0,0.0,2.0,1.0,7333.0,6.0,2.0,2019.0,21.00642,105.9365,8443.0,0.0534061638818951,26.0,1.0,1.5
15838,56.0,3.0,4.0,2.0,2060.0,6.0,4.0,2023.0,21.0277644,105.8341598,10081.0,0.0534061638818951,26.0,1.0,4.33
1193,111.2,0.0,3.0,3.0,3923.0,6.0,3.0,2023.0,10.793902081990852,106.71816003879228,72508.0,0.0534003669794765,26.0,0.0,10.5
4868,268.2,2.0,1.0,1.0,5023.0,6.0,1.0,2023.0,10.8521046,106.7215346,10000.0,0.2496615046608918,16.0,0.0,55.0
16333,38.0,3.0,4.0,2.0,3499.0,3.0,1.0,2023.0,21.0357597,105.7872091,10141.0,0.0400728305485618,27.0,1.0,5.35
13100,74.4,0.0,2.0,2.0,1626.0,4.0,4.0,2020.0,21.0460398,105.7932705,10179.0,0.0400728305485618,27.0,1.0,3.2
34514,293.0,4.0,4.0,4.0,1882.0,4.0,2.0,2019.0,20.98259827872685,105.75223482885735,10170.0,0.0534061638818951,26.0,1.0,16.0
10593,70.0,0.0,4.0,2.0,6365.0,5.0,3.0,2024.0,10.876248,106.660338,71514.0,0.0534003669794765,26.0,1.0,6.4
1716,67.0,0.0,2.0,1.0,4048.0,4.0,4.0,2022.0,10.727759665531176,106.67811198838638,72400.0,0.0534003669794765,26.0,0.0,1.39
27667,170.0,2.0,8.0,4.0,5325.0,3.0,2.0,2022.0,20.9959819,105.8097244,10165.0,0.0534061638818951,26.0,1.0,76.0
30671,105.0,2.0,4.0,2.0,2136.0,6.0,1.0,2020.0,21.027964,105.8510132,11006.0,7.283054856179167e-05,30.0,1.0,0.55
17224,31.0,3.0,4.0,3.0,7326.0,2.0,1.0,2022.0,20.9488625,105.8235122,12506.0,0.0534061638818951,26.0,1.0,2.9
21504,30.0,3.0,4.0,2.0,2662.0,5.0,2.0,2019.0,20.99744,105.81821,10165.0,0.0400728305485618,27.0,1.0,2.8
18567,170.0,3.0,4.0,4.0,1886.0,3.0,1.0,2020.0,21.0369,105.8015,10198.0,0.0534061638818951,26.0,1.0,3.3
340,139.69,0.0,3.0,2.0,3923.0,6.0,4.0,2023.0,10.793902081990852,106.71816003879228,72508.0,0.0534003669794765,26.0,0.0,12.0
21862,4.0,3.0,4.0,2.0,2321.0,3.0,2.0,2019.0,20.99239,105.85156,11617.0,0.0400728305485618,27.0,1.0,2.4
35619,75.0,4.0,4.0,4.0,6128.0,3.0,1.0,2023.0,20.9786876,105.771796,10170.0,0.0534061638818951,26.0,1.0,11.5
12531,65.0,0.0,2.0,2.0,121.0,5.0,2.0,2021.0,20.9748566,105.7770396,10162.0,7.283054856179167e-05,30.0,1.0,1.65
18,127.0,0.0,3.0,2.0,3266.0,4.0,3.0,2024.0,10.7745728,106.7248933,72806.0,0.0534003669794765,26.0,0.0,25.0
10643,170.0,0.0,4.0,2.0,6376.0,5.0,3.0,2024.0,21.0634093,105.7952744,10264.0,0.0534061638818951,26.0,1.0,18.0
17230,39.0,3.0,4.0,4.0,2261.0,6.0,1.0,2022.0,21.0250016,105.7954537,10036.0,7.283054856179167e-05,30.0,1.0,8.3
30902,61.0,2.0,4.0,4.0,5378.0,3.0,4.0,2021.0,20.977752999395413,105.84454982948606,11617.0,0.0400728305485618,27.0,1.0,4.2
24360,58.0,2.0,4.0,2.0,6928.0,6.0,3.0,2022.0,20.98948035835669,105.7524271470215,10170.0,7.283054856179167e-05,30.0,1.0,0.27
21209,45.0,3.0,4.0,2.0,2725.0,5.0,2.0,2019.0,21.03088,105.81948,10289.0,7.283054856179167e-05,30.0,1.0,4.0
4513,217.9,2.0,7.0,5.0,1992.0,6.0,1.0,2023.0,10.7951089,106.6203376,72011.0,6.703364614323671e-05,30.0,0.0,7.7
27785,83.0,2.0,3.0,2.0,1745.0,5.0,1.0,2022.0,21.0576943,105.7791327,12500.0,7.283054856179167e-05,30.0,1.0,3.25
26858,43.0,2.0,3.0,3.0,1271.0,3.0,2.0,2023.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,9.1
22985,31.0,3.0,4.0,3.0,1828.0,6.0,3.0,2022.0,21.0458514,105.7204476,34000.0,0.0534061638818951,26.0,1.0,2.65
35791,34.0,4.0,3.0,4.0,3479.0,6.0,1.0,2020.0,21.0887378,105.79649,11909.0,9.99999999995449e-06,30.0,1.0,3.9
20394,20.0,3.0,4.0,2.0,3607.0,5.0,2.0,2019.0,20.99071,105.84493,11617.0,7.283054856179167e-05,30.0,1.0,0.1
2516,36.0,0.0,1.0,1.0,1519.0,4.0,4.0,2022.0,10.76368103541117,106.69928572328354,71010.0,0.0534003669794765,26.0,0.0,3.2
5326,83.0,2.0,2.0,2.0,4036.0,6.0,4.0,2022.0,10.821022471354777,106.67407472344742,70048.0,0.0534003669794765,26.0,0.0,4.7
28498,48.0,2.0,5.0,5.0,7089.0,5.0,3.0,2021.0,21.0353698,105.8192143,10229.0,7.283054856179167e-05,30.0,1.0,6.0
6967,135.7,2.0,4.0,2.0,1441.0,6.0,3.0,2022.0,10.781305971699432,106.68227293437026,70001.0,0.0534003669794765,26.0,0.0,14.0
22781,55.0,3.0,4.0,2.0,6324.0,5.0,1.0,2022.0,20.9846669,105.9376756,10000.0,7.283054856179167e-05,30.0,1.0,1.77
23407,45.0,3.0,3.0,3.0,1674.0,3.0,4.0,2023.0,21.0159144,105.8378302,10017.0,0.0400728305485618,27.0,1.0,4.1
30605,100.0,2.0,4.0,2.0,6919.0,5.0,2.0,2019.0,20.99547,105.86825,11622.0,7.283054856179167e-05,30.0,1.0,19.5
18743,39.0,3.0,4.0,2.0,4128.0,5.0,4.0,2019.0,20.9959819,105.80972440000004,10165.0,0.0534061638818951,26.0,1.0,4.2
7717,120.0,2.0,3.0,2.0,5481.0,6.0,2.0,2022.0,10.878869417157372,106.6536122461447,71514.0,0.0534003669794765,26.0,0.0,4.6
22835,72.0,3.0,4.0,2.0,3513.0,3.0,2.0,2022.0,21.0655992,105.8979284,11810.0,0.0534061638818951,26.0,1.0,4.55
17112,108.0,3.0,7.0,9.0,1349.0,3.0,2.0,2022.0,21.0350065,105.8104056,10303.0,7.283054856179167e-05,30.0,1.0,31.0
20724,46.0,3.0,3.0,2.0,6429.0,6.0,2.0,2019.0,21.00069,105.86365,11622.0,0.0534061638818951,26.0,1.0,3.5
7554,87.0,2.0,2.0,2.0,4997.0,6.0,3.0,2022.0,10.8077196,106.6034316,10000.0,0.2193500295029405,16.0,0.0,4.6
28167,45.0,2.0,4.0,2.0,3790.0,2.0,4.0,2021.0,20.9904667,105.8013833,12011.0,7.283054856179167e-05,30.0,1.0,6.1
22922,83.0,3.0,5.0,5.0,6566.0,3.0,3.0,2022.0,20.9705545,105.7781711,10162.0,0.0534061638818951,26.0,1.0,8.6
11856,94.0,0.0,3.0,2.0,294.0,2.0,1.0,2022.0,21.0421897,105.7671599,10085.0,7.283054856179167e-05,30.0,1.0,3.35
82,38.0,0.0,2.0,1.0,4103.0,4.0,2.0,2024.0,10.763528,106.6714784,72415.0,0.0534003669794765,26.0,0.0,2.99
27777,45.0,2.0,4.0,4.0,1412.0,6.0,1.0,2022.0,21.0371784,105.8730678,11023.0,0.0534061638818951,26.0,1.0,11.1
22551,62.0,3.0,5.0,4.0,4413.0,6.0,4.0,2021.0,21.0232671,105.7946587,10079.0,7.283054856179167e-05,30.0,1.0,6.7
15783,35.0,3.0,7.0,7.0,7029.0,6.0,1.0,2024.0,20.9780668,105.8360158,11718.0,7.283054856179167e-05,30.0,1.0,4.85
27093,47.0,2.0,4.0,2.0,1410.0,5.0,4.0,2022.0,21.0371784,105.8730678,11023.0,0.0534061638818951,26.0,1.0,7.0
19527,30.0,3.0,4.0,2.0,2055.0,3.0,2.0,2019.0,20.96329,105.76918,10170.0,0.0534061638818951,26.0,1.0,1.6
23190,32.0,3.0,4.0,2.0,3449.0,3.0,1.0,2023.0,21.0113509,105.8090249,10157.0,7.283054856179167e-05,30.0,1.0,3.95
6749,81.0,2.0,4.0,3.0,7153.0,6.0,3.0,2022.0,10.756672853659492,106.71489986496016,72800.0,0.0534003669794765,26.0,0.0,5.5
29946,75.0,2.0,5.0,7.0,6240.0,3.0,2.0,2023.0,20.9875545,105.8135338,11718.0,7.283054856179167e-05,30.0,1.0,33.0
33529,120.0,4.0,4.0,2.0,4455.0,5.0,3.0,2020.0,21.0811211,105.8180306,10206.0,0.0534061638818951,26.0,1.0,18.0
6495,121.0,2.0,4.0,3.0,3201.0,6.0,4.0,2022.0,10.74664395,106.64016305,73118.0,0.0534003669794765,26.0,0.0,4.8
30376,50.0,2.0,4.0,2.0,3744.0,3.0,2.0,2019.0,21.04478,105.79028,10179.0,7.283054856179167e-05,30.0,1.0,18.9
33066,112.0,4.0,4.0,2.0,7344.0,5.0,2.0,2021.0,10.876248,106.660338,71514.0,0.0534003669794765,26.0,1.0,12.0
1042,69.42,0.0,2.0,2.0,3925.0,4.0,3.0,2023.0,10.701207511528706,106.7147017489074,72915.0,0.0534003669794765,26.0,0.0,3.2
29453,65.0,2.0,4.0,2.0,5589.0,5.0,1.0,2022.0,21.0265233,105.8335705,10081.0,7.283054856179167e-05,30.0,1.0,33.0
27030,45.0,2.0,3.0,4.0,2728.0,3.0,4.0,2022.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,4.5
10866,77.0,0.0,2.0,2.0,6166.0,6.0,1.0,2024.0,20.9835653,105.8716611,11622.0,0.0534061638818951,26.0,1.0,2.78
7176,104.8,2.0,3.0,2.0,3012.0,6.0,3.0,2022.0,10.790166724378578,106.59008533637848,71913.0,0.0534003669794765,26.0,0.0,4.5
18383,36.0,3.0,4.0,2.0,6382.0,5.0,2.0,2020.0,21.071376,105.7943059,10206.0,9.99999999995449e-06,30.0,1.0,2.88
23850,71.0,2.0,4.0,2.0,2822.0,5.0,1.0,2024.0,21.0511381,105.8079446,10072.0,7.283054856179167e-05,30.0,1.0,14.1
21797,31.0,3.0,6.0,4.0,5736.0,3.0,2.0,2019.0,21.0117,105.8208,10165.0,0.0534061638818951,26.0,1.0,2.46
12596,94.0,0.0,3.0,2.0,1088.0,6.0,2.0,2021.0,21.03530757832449,105.76996132076262,10085.0,7.283054856179167e-05,30.0,1.0,3.7
8133,84.0,2.0,2.0,2.0,7528.0,6.0,2.0,2022.0,10.84488636350911,106.66842522353087,71500.0,0.0534003669794765,26.0,0.0,4.5
35701,150.0,4.0,4.0,2.0,4770.0,6.0,3.0,2023.0,21.0024138,105.9641124,10000.0,0.0534061638818951,26.0,1.0,26.9
15071,66.0,0.0,2.0,2.0,1562.0,3.0,2.0,2021.0,21.0745984,105.8100956,10206.0,0.0534061638818951,26.0,1.0,1.9
2660,79.0,0.0,2.0,2.0,1603.0,4.0,3.0,2022.0,10.7440413,106.6729433,73009.0,6.703364614323671e-05,30.0,0.0,3.0
8006,325.0,2.0,4.0,6.0,5078.0,6.0,2.0,2022.0,10.804186559057127,106.5927276504556,71913.0,0.0534003669794765,26.0,0.0,13.9
10203,50.0,0.0,4.0,2.0,6455.0,6.0,2.0,2019.0,20.9753,105.77968,10162.0,0.0534061638818951,26.0,1.0,1.7
28213,300.0,2.0,6.0,5.0,1964.0,3.0,4.0,2021.0,20.9980811,105.8414095,10181.0,7.283054856179167e-05,30.0,1.0,36.8
14176,128.0,0.0,4.0,2.0,3838.0,3.0,4.0,2022.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,4.8
20921,48.0,3.0,2.0,2.0,4277.0,3.0,2.0,2019.0,20.98954,105.83966,11617.0,7.283054856179167e-05,30.0,1.0,4.2
23638,116.0,2.0,4.0,2.0,1615.0,5.0,3.0,2024.0,10.876248,106.660338,71514.0,0.0534003669794765,26.0,1.0,76.0
8213,138.4,2.0,3.0,4.0,5002.0,6.0,2.0,2022.0,10.8537062,106.7638492,10000.0,0.2440499667323169,16.0,0.0,15.0
28424,70.0,2.0,4.0,5.0,2880.0,6.0,3.0,2021.0,21.0134677,105.8074266,10157.0,7.283054856179167e-05,30.0,1.0,9.8
32759,180.0,4.0,4.0,2.0,5536.0,5.0,1.0,2022.0,20.9903367,105.7827237,12011.0,0.0534061638818951,26.0,1.0,171.0
9363,55.0,0.0,4.0,2.0,5213.0,6.0,3.0,2021.0,21.0088528,105.7439194,34000.0,0.0534061638818951,26.0,1.0,1.9
27816,268.0,2.0,8.0,8.0,3259.0,3.0,1.0,2022.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,165.0
30320,35.0,2.0,3.0,3.0,5176.0,3.0,2.0,2019.0,20.98234,105.84809,11617.0,0.0400728305485618,27.0,1.0,3.5
5782,137.4,2.0,5.0,5.0,7612.0,6.0,4.0,2022.0,10.846587696000768,106.60095679261627,71717.0,0.0534003669794765,26.0,0.0,8.0
4050,50.0,0.0,2.0,1.0,3113.0,6.0,2.0,2022.0,10.755982768066044,106.67852526925172,73009.0,0.0534003669794765,26.0,0.0,2.9
31644,150.0,4.0,4.0,2.0,6194.0,6.0,4.0,2022.0,21.0850812,105.8170224,12323.0,0.390764987318468,26.0,1.0,34.5
14389,108.0,0.0,4.0,2.0,6380.0,5.0,1.0,2024.0,21.0739704,105.790872,10264.0,0.0534061638818951,26.0,1.0,7.0
10494,91.0,0.0,2.0,2.0,759.0,6.0,2.0,2019.0,21.00185,105.80303,10055.0,7.283054856179167e-05,30.0,1.0,0.27
18623,50.0,3.0,4.0,2.0,3788.0,5.0,1.0,2020.0,20.9938207,105.8063409,12011.0,7.283054856179167e-05,30.0,1.0,3.8
1839,48.0,0.0,1.0,1.0,3888.0,6.0,4.0,2022.0,10.752837264343402,106.6842095437993,70200.0,0.0534003669794765,26.0,0.0,2.2
10671,75.0,0.0,4.0,2.0,1745.0,5.0,3.0,2024.0,21.0506076,105.7909724,10065.0,0.0534061638818951,26.0,1.0,4.5
29865,282.0,2.0,3.0,2.0,2145.0,3.0,1.0,2023.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,98.0
4099,69.3,0.0,2.0,2.0,2429.0,4.0,2.0,2021.0,10.7146752,106.7370406,71800.0,6.703364614323671e-05,30.0,0.0,3.35
35974,41.0,4.0,4.0,2.0,4826.0,3.0,1.0,2022.0,21.0538854,105.8087913,10072.0,7.283054856179167e-05,30.0,1.0,7.2
24824,38.0,2.0,4.0,4.0,1950.0,3.0,4.0,2021.0,21.0548635,105.8884966,11810.0,7.283054856179167e-05,30.0,1.0,4.55
5473,92.7,2.0,5.0,5.0,6042.0,6.0,4.0,2022.0,10.7617954677466,106.70789027200682,72806.0,0.0534003669794765,26.0,0.0,9.5
10782,78.0,0.0,4.0,2.0,3614.0,5.0,2.0,2024.0,21.0628257,105.908187,8443.0,0.0534061638818951,26.0,1.0,2.868
15236,32.0,0.0,1.0,1.0,5569.0,6.0,2.0,2022.0,20.99936095021504,105.73955292362672,34000.0,7.283054856179167e-05,30.0,1.0,1.257
5002,59.2,2.0,2.0,1.0,1496.0,6.0,1.0,2023.0,10.807049604226863,106.6989834915966,72317.0,0.0534003669794765,26.0,0.0,6.0
2810,78.57,0.0,2.0,2.0,5096.0,4.0,4.0,2022.0,10.7233718,106.65260299856163,72900.0,6.703364614323671e-05,30.0,0.0,4.5
843,84.7,0.0,2.0,2.0,3923.0,6.0,3.0,2023.0,10.7912672,106.7183182,71108.0,0.0534003669794765,26.0,0.0,7.1
10941,97.0,0.0,4.0,2.0,5919.0,3.0,4.0,2023.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,4.7
4735,267.7,2.0,4.0,3.0,673.0,6.0,1.0,2023.0,10.770740733494168,106.66804494687544,72000.0,0.0534003669794765,26.0,0.0,33.0
35973,116.0,4.0,4.0,2.0,3659.0,5.0,1.0,2022.0,21.08099928970616,105.78408499404296,11909.0,0.0534061638818951,26.0,1.0,23.5
6616,104.5,2.0,4.0,4.0,4240.0,6.0,3.0,2022.0,10.823536666929058,106.62987969073323,71509.0,0.0534003669794765,26.0,0.0,5.95
20428,93.0,3.0,4.0,2.0,6106.0,3.0,2.0,2019.0,21.02125,105.83654,11018.0,7.283054856179167e-05,30.0,1.0,12.9
33782,72.0,4.0,4.0,2.0,7327.0,5.0,1.0,2020.0,20.955392100590963,105.81248946820074,10136.0,0.0534061638818951,26.0,1.0,5.0
16377,37.0,3.0,4.0,2.0,6106.0,3.0,1.0,2023.0,21.022491,105.8371026,11018.0,0.0534061638818951,26.0,1.0,5.0
8041,80.0,2.0,2.0,2.0,4665.0,6.0,2.0,2022.0,10.826612471139033,106.67970865797685,70048.0,0.0534003669794765,26.0,0.0,4.5
18514,35.0,3.0,4.0,4.0,4619.0,3.0,1.0,2020.0,21.0369,105.8015,10198.0,0.0534061638818951,26.0,1.0,3.0
14303,66.0,0.0,2.0,2.0,2686.0,4.0,3.0,2023.0,20.955835,105.7563658,10170.0,0.0534061638818951,26.0,1.0,1.26
27241,76.6,2.0,2.0,2.0,4456.0,6.0,3.0,2022.0,21.0850812,105.8170224,12323.0,0.390764987318468,26.0,1.0,2.4
31795,90.0,4.0,4.0,4.0,2929.0,3.0,1.0,2022.0,20.9874501,105.7385486,10170.0,0.0534061638818951,26.0,1.0,0.9
18893,40.0,3.0,6.0,5.0,4628.0,3.0,2.0,2019.0,20.9961,105.7998,12011.0,0.0534061638818951,26.0,1.0,6.9
30436,75.0,2.0,4.0,4.0,2821.0,3.0,2.0,2019.0,21.05227,105.80946,10072.0,7.283054856179167e-05,30.0,1.0,4.9
11088,84.0,0.0,4.0,2.0,4479.0,5.0,2.0,2023.0,21.0407327,105.896559,8443.0,7.283054856179167e-05,30.0,1.0,3.0
20197,80.0,3.0,4.0,5.0,2838.0,3.0,2.0,2019.0,21.05805,105.80714,10072.0,7.283054856179167e-05,30.0,1.0,4.9
11022,167.0,0.0,4.0,2.0,5405.0,5.0,3.0,2023.0,21.0574877,105.8870246,11810.0,0.0534061638818951,26.0,1.0,7.7
13344,82.0,0.0,4.0,2.0,2961.0,2.0,4.0,2020.0,21.0054396,105.8046814,10055.0,0.0534061638818951,26.0,1.0,2.5
4903,130.6,2.0,4.0,4.0,6408.0,6.0,1.0,2023.0,10.8028204,106.711409,72508.0,0.0534003669794765,26.0,0.0,9.2
2677,79.12,0.0,3.0,2.0,5457.0,4.0,3.0,2022.0,10.8617782,106.6671504,71514.0,0.0534003669794765,26.0,0.0,3.38
11294,137.0,0.0,4.0,2.0,3838.0,3.0,4.0,2022.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,4.65
35846,116.0,4.0,4.0,4.0,6380.0,2.0,3.0,2020.0,21.075117421835586,105.78400802037352,12500.0,0.0534061638818951,26.0,1.0,23.0
17891,32.0,3.0,3.0,4.0,3817.0,3.0,2.0,2021.0,21.0465833,105.8775243,10207.0,7.283054856179167e-05,30.0,1.0,2.9
11579,117.0,0.0,2.0,2.0,4833.0,6.0,2.0,2022.0,21.029463285484507,105.77904781796876,10085.0,7.283054856179167e-05,30.0,1.0,5.5
9584,75.68,0.0,2.0,2.0,157.0,2.0,4.0,2020.0,21.0319931,105.7996078,10198.0,7.283054856179167e-05,30.0,1.0,3.0
11466,50.0,0.0,2.0,1.0,6605.0,6.0,3.0,2022.0,21.0385743,105.8199066,10062.0,0.0534061638818951,26.0,1.0,1.55
1534,75.0,0.0,2.0,2.0,4967.0,6.0,1.0,2023.0,10.8322102,106.7247962,10000.0,0.2522941968270874,16.0,0.0,2.73
18219,50.0,3.0,3.0,4.0,2116.0,3.0,4.0,2020.0,21.0112199,105.8575272,10078.0,0.0534061638818951,26.0,1.0,9.4
847,121.0,0.0,3.0,2.0,6046.0,6.0,3.0,2023.0,10.7799899,106.7077014,77000.0,0.0534003669794765,26.0,0.0,20.0
33778,77.0,4.0,4.0,2.0,3341.0,6.0,1.0,2020.0,20.985569005581585,105.78456118116452,12011.0,7.283054856179167e-05,30.0,1.0,9.5
8711,40.0,0.0,1.0,1.0,5726.0,6.0,2.0,2023.0,21.0096566,105.7967419,10055.0,0.0400728305485618,27.0,1.0,1.6
31213,60.0,2.0,5.0,7.0,4135.0,6.0,4.0,2022.0,21.0764202,105.8260943,10219.0,7.283054856179167e-05,30.0,1.0,12.0
22997,50.0,3.0,4.0,3.0,6132.0,3.0,3.0,2022.0,20.9797153,105.7723385,10162.0,0.0534061638818951,26.0,1.0,5.0
2426,80.0,0.0,3.0,2.0,6284.0,4.0,4.0,2022.0,10.729399137567697,106.62543616784974,73118.0,0.0534003669794765,26.0,0.0,3.7
11586,94.0,0.0,4.0,2.0,1412.0,5.0,2.0,2022.0,21.0371784,105.8730678,11023.0,0.0534061638818951,26.0,1.0,2.9
35409,210.0,4.0,5.0,5.0,4356.0,3.0,4.0,2021.0,20.9638298,105.8318636,11718.0,7.283054856179167e-05,30.0,1.0,23.68
5042,126.6,2.0,5.0,3.0,3179.0,6.0,1.0,2023.0,10.786042,106.68102475,70150.0,0.0534003669794765,26.0,0.0,13.0
14900,101.0,0.0,3.0,2.0,2964.0,5.0,1.0,2020.0,21.0049076,105.8039489,10055.0,7.283054856179167e-05,30.0,1.0,3.5
13251,50.0,0.0,4.0,2.0,1745.0,5.0,4.0,2020.0,21.064344999900644,105.79825591466069,10264.0,0.0534061638818951,26.0,1.0,0.29
7766,44.4,2.0,2.0,2.0,3964.0,6.0,3.0,2022.0,10.818179246408128,106.63247117602224,71509.0,0.0534003669794765,26.0,0.0,3.2
21851,6.0,3.0,4.0,3.0,2931.0,3.0,2.0,2019.0,20.99267,105.83142,10181.0,0.0400728305485618,27.0,1.0,6.2
17611,65.0,3.0,8.0,2.0,3827.0,2.0,4.0,2021.0,21.0458213,105.7978001,10072.0,0.0534061638818951,26.0,1.0,13.0
15529,75.0,3.0,4.0,2.0,7213.0,5.0,4.0,2024.0,21.0349893,105.7938017,10141.0,7.283054856179167e-05,30.0,1.0,16.5
