,Area (m2),Property Type,Bedrooms,Bathrooms,Address,Law Document,Quarter,Year,Latitude,Longitude,Postal Code,Importance,Place Rank,City,Price (billion VND)
464,92.0,0.0,2.0,2.0,3242.0,4.0,4.0,2023.0,10.7877607,106.73540090245127,71108.0,6.703364614323671e-05,30.0,0.0,12.2
791,94.7,0.0,3.0,2.0,3923.0,6.0,3.0,2023.0,10.7912672,106.7183182,71108.0,0.0534003669794765,26.0,0.0,9.0
1619,58.0,0.0,2.0,1.0,5457.0,4.0,4.0,2022.0,10.8617782,106.6671504,71514.0,0.0534003669794765,26.0,0.0,2.35
7742,135.0,2.0,4.0,2.0,3360.0,6.0,3.0,2022.0,10.7129752,106.626348,72900.0,6.703364614323671e-05,30.0,0.0,4.5
33180,70.0,4.0,4.0,4.0,2633.0,3.0,1.0,2021.0,20.9741262,105.7894045,10162.0,0.0534061638818951,26.0,1.0,8.3
21415,36.0,3.0,1.0,1.0,5285.0,3.0,2.0,2019.0,21.02187,105.81459,10143.0,0.0534061638818951,26.0,1.0,1.5
799,113.0,0.0,3.0,3.0,4010.0,6.0,3.0,2023.0,10.7380776,106.7199485,71800.0,0.0534003669794765,26.0,0.0,5.0
4599,135.9,2.0,3.0,3.0,5867.0,6.0,1.0,2023.0,10.878828962126557,106.63039376186308,71716.0,0.0534003669794765,26.0,0.0,6.75
1587,81.0,0.0,2.0,2.0,1517.0,4.0,2.0,2023.0,10.75502085,106.6892588,70200.0,0.0534003669794765,26.0,0.0,5.3
7972,78.8,2.0,2.0,1.0,6390.0,6.0,3.0,2022.0,10.868798901146173,106.57992733406984,71717.0,0.0534003669794765,26.0,0.0,3.9
22709,67.0,3.0,4.0,2.0,4461.0,2.0,1.0,2022.0,20.9654323,105.7894045,10156.0,0.2950322711385111,30.0,1.0,12.5
20153,45.0,3.0,4.0,2.0,5726.0,5.0,2.0,2019.0,21.02984,105.79953,10198.0,7.283054856179167e-05,30.0,1.0,5.3
13924,107.0,0.0,3.0,2.0,7115.0,5.0,1.0,2022.0,21.0919168,105.7850022,11909.0,0.0534061638818951,26.0,1.0,3.0
27672,80.0,2.0,4.0,2.0,3686.0,6.0,2.0,2022.0,21.0223602,105.7993657,10298.0,7.283054856179167e-05,30.0,1.0,40.0
33027,115.0,4.0,5.0,7.0,1626.0,6.0,3.0,2021.0,21.0141303,105.7905384,10161.0,0.0534061638818951,26.0,1.0,33.0
10638,135.0,0.0,4.0,2.0,6376.0,5.0,3.0,2024.0,21.0634093,105.7952744,10264.0,0.0534061638818951,26.0,1.0,11.0
21706,48.0,3.0,4.0,2.0,2914.0,6.0,2.0,2019.0,21.00269,105.84741,10999.0,7.283054856179167e-05,30.0,1.0,3.75
28646,40.0,2.0,5.0,5.0,2116.0,3.0,3.0,2021.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,10.5
12868,161.8,0.0,4.0,3.0,289.0,4.0,4.0,2020.0,21.0402661,105.7676255,10085.0,0.0534061638818951,26.0,1.0,4.659
32183,200.0,4.0,4.0,2.0,6832.0,5.0,2.0,2019.0,21.09054,105.68162,10000.0,0.0534061638818951,26.0,1.0,0.19
33483,101.0,4.0,6.0,4.0,5649.0,3.0,3.0,2020.0,20.9798986,105.7872932,10162.0,7.283054856179167e-05,30.0,1.0,8.19
7435,365.0,2.0,3.0,2.0,3010.0,6.0,3.0,2022.0,10.767458736099158,106.61816888234728,72031.0,0.0534003669794765,26.0,0.0,10.5
16971,80.0,3.0,5.0,6.0,5908.0,6.0,2.0,2022.0,21.0498859,105.7314496,34000.0,0.0400728305485618,27.0,1.0,12.8
29879,90.0,2.0,1.0,1.0,2248.0,3.0,1.0,2023.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,36.0
15379,79.0,0.0,2.0,2.0,1776.0,6.0,1.0,2023.0,20.9971311,105.7797172,12011.0,0.0534061638818951,26.0,1.0,2.85
10763,83.0,0.0,4.0,2.0,1745.0,5.0,2.0,2024.0,21.0506076,105.7909724,10065.0,0.0534061638818951,26.0,1.0,5.3
31287,50.0,2.0,4.0,2.0,4395.0,3.0,2.0,2023.0,21.0139586,105.7970965,10055.0,0.0534061638818951,26.0,1.0,12.0
4776,95.9,2.0,4.0,3.0,679.0,6.0,1.0,2023.0,10.76759585,106.6670137,72415.0,0.0534003669794765,26.0,0.0,13.8
20426,40.0,3.0,4.0,2.0,2696.0,5.0,2.0,2019.0,20.98424,105.81312,10135.0,0.0400728305485618,27.0,1.0,3.3
6906,258.0,2.0,3.0,3.0,6034.0,6.0,3.0,2022.0,10.753285732494437,106.70654381017376,72800.0,0.0534003669794765,26.0,0.0,8.5
14342,65.0,0.0,2.0,2.0,2321.0,6.0,4.0,2023.0,20.9848364,105.8598553,11617.0,0.0534061638818951,26.0,1.0,2.6
8770,47.0,0.0,4.0,2.0,3790.0,6.0,1.0,2023.0,20.993382,105.8060427,10165.0,0.0534061638818951,26.0,1.0,8.3
31200,130.0,2.0,4.0,2.0,6950.0,3.0,4.0,2022.0,21.0294886,105.8982686,8443.0,0.0534061638818951,26.0,1.0,8.6
11008,106.0,0.0,3.0,2.0,3345.0,6.0,3.0,2023.0,21.0279571,105.771796,10085.0,0.0400728305485618,27.0,1.0,6.0
35263,68.0,4.0,4.0,4.0,5324.0,6.0,2.0,2021.0,20.997804892043565,105.80506808515014,10055.0,7.283054856179167e-05,30.0,1.0,15.2
19528,43.0,3.0,1.0,2.0,2993.0,6.0,2.0,2019.0,20.98447,105.87317,11622.0,0.0534061638818951,26.0,1.0,0.53
23425,36.0,3.0,4.0,2.0,2657.0,6.0,1.0,2024.0,21.0030438,105.8282959,10306.0,0.0400728305485618,27.0,1.0,4.99
35454,75.0,4.0,4.0,2.0,1944.0,3.0,1.0,2022.0,21.0078386,105.9376756,8443.0,0.0400728305485618,27.0,1.0,11.0
32370,180.0,4.0,6.0,6.0,2826.0,3.0,2.0,2023.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,41.0
9223,64.0,0.0,2.0,2.0,1073.0,6.0,4.0,2021.0,20.9597882,105.8435263,12506.0,0.0534061638818951,26.0,1.0,0.1
22592,88.0,3.0,3.0,3.0,1349.0,3.0,4.0,2021.0,21.0353698,105.8192143,10229.0,7.283054856179167e-05,30.0,1.0,5.6
6270,95.0,2.0,3.0,4.0,3177.0,6.0,4.0,2022.0,10.789104932470384,106.6715803480414,70150.0,0.0534003669794765,26.0,0.0,5.85
1548,89.0,0.0,2.0,2.0,4959.0,6.0,1.0,2023.0,10.8322102,106.7247962,10000.0,0.2522941968270874,16.0,0.0,3.9
16175,50.0,3.0,6.0,6.0,2870.0,3.0,2.0,2023.0,21.0220022,105.8040796,10298.0,7.283054856179167e-05,30.0,1.0,10.3
3684,56.0,0.0,2.0,1.0,6277.0,4.0,3.0,2022.0,10.717723683368208,106.60213237132751,73118.0,0.0534003669794765,26.0,0.0,2.79
21746,50.0,3.0,4.0,2.0,5270.0,3.0,2.0,2019.0,21.0135,105.81555,10167.0,7.283054856179167e-05,30.0,1.0,10.8
18272,89.6,3.0,4.0,2.0,1081.0,3.0,3.0,2020.0,21.0564284,105.7435766,34000.0,0.0534061638818951,26.0,1.0,3.3
6171,166.9,2.0,4.0,4.0,5483.0,6.0,4.0,2022.0,10.873941980776609,106.65304321624716,71514.0,0.0534003669794765,26.0,0.0,5.05
33336,90.0,4.0,4.0,5.0,6447.0,6.0,4.0,2020.0,20.9722040829032,105.87644450787356,11622.0,7.283054856179167e-05,30.0,1.0,8.8
20852,28.0,3.0,4.0,2.0,5737.0,5.0,2.0,2019.0,21.0117,105.8208,10165.0,0.0534061638818951,26.0,1.0,2.95
28979,239.0,2.0,3.0,3.0,2282.0,3.0,2.0,2021.0,10.876248,106.660338,71514.0,0.0534003669794765,26.0,1.0,67.0
15210,118.0,0.0,3.0,2.0,1360.0,5.0,1.0,2022.0,21.0634093,105.7952744,10264.0,0.0534061638818951,26.0,1.0,5.8
20778,35.0,3.0,4.0,2.0,4479.0,5.0,2.0,2019.0,21.03907,105.93722,8443.0,0.196347348183197,30.0,1.0,2.8
181,83.15,0.0,3.0,2.0,3925.0,4.0,4.0,2023.0,10.6842065,106.7211243,72915.0,0.0534003669794765,26.0,0.0,4.5
22563,72.0,3.0,4.0,2.0,5582.0,5.0,4.0,2021.0,21.0025625,105.8298223,10306.0,0.4004044025020459,30.0,1.0,11.75
3544,64.0,0.0,2.0,2.0,5059.0,4.0,3.0,2022.0,10.846395825391042,106.64007952807452,71500.0,0.0400670336461432,27.0,0.0,2.0
19130,48.0,3.0,4.0,4.0,2682.0,3.0,2.0,2019.0,20.99714,105.81364,10165.0,7.283054856179167e-05,30.0,1.0,3.9
2913,71.0,0.0,2.0,2.0,5086.0,6.0,3.0,2022.0,10.8322102,106.7247962,10000.0,0.2522941968270874,16.0,0.0,3.81
24059,120.0,2.0,6.0,2.0,6988.0,3.0,2.0,2023.0,21.0323732,105.8095708,10303.0,7.283054856179167e-05,30.0,1.0,40.8
29768,66.0,2.0,4.0,5.0,3780.0,3.0,4.0,2022.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,8.5
33385,50.0,4.0,4.0,3.0,2116.0,3.0,3.0,2020.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,11.2
13661,63.0,0.0,4.0,2.0,6514.0,5.0,3.0,2021.0,21.0564182,105.9132919,8443.0,0.0534061638818951,26.0,1.0,0.3
2302,52.0,0.0,1.0,1.0,4601.0,4.0,4.0,2022.0,10.719676999799091,106.62237144377298,73118.0,0.0534003669794765,26.0,0.0,1.65
8822,105.0,0.0,3.0,2.0,4454.0,5.0,4.0,2022.0,21.0838905,105.8084823,10206.0,0.0534061638818951,26.0,1.0,5.4
4074,68.0,0.0,2.0,2.0,3925.0,4.0,1.0,2021.0,10.701207511528706,106.7147017489074,72915.0,0.0534003669794765,26.0,0.0,3.23
17372,60.0,3.0,9.0,2.0,5613.0,2.0,4.0,2021.0,21.0105633,105.7994223,10055.0,0.0534061638818951,26.0,1.0,7.85
20102,40.0,3.0,5.0,4.0,1363.0,3.0,2.0,2019.0,20.99899,105.84691,10181.0,0.3627041501791279,30.0,1.0,3.1
8015,609.4,2.0,26.0,26.0,5998.0,6.0,2.0,2022.0,10.823685826864692,106.60760694902224,71914.0,0.0534003669794765,26.0,0.0,20.5
8881,136.0,0.0,3.0,2.0,6760.0,6.0,3.0,2022.0,20.992531236318484,105.78693585463104,12011.0,0.0534061638818951,26.0,1.0,5.915
20127,34.0,3.0,4.0,2.0,2662.0,5.0,2.0,2019.0,20.99744,105.81821,10165.0,0.0400728305485618,27.0,1.0,3.5
18249,70.0,3.0,4.0,2.0,3425.0,3.0,3.0,2020.0,21.0180725,105.8299495,10306.0,7.283054856179167e-05,30.0,1.0,26.5
12636,102.0,0.0,3.0,2.0,984.0,6.0,1.0,2021.0,21.046383,105.79686700000002,10065.0,7.283054856179167e-05,30.0,1.0,0.28
7285,121.3,2.0,2.0,2.0,2232.0,6.0,3.0,2022.0,10.867168526253383,106.64609592537737,71500.0,0.0534003669794765,26.0,0.0,6.2
28932,22.0,2.0,4.0,2.0,3777.0,5.0,2.0,2021.0,20.9934824,105.8063835,12011.0,7.283054856179167e-05,30.0,1.0,1.49
32504,52.0,4.0,4.0,4.0,4478.0,3.0,4.0,2022.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,6.75
28337,70.0,2.0,4.0,3.0,3808.0,3.0,3.0,2021.0,21.0465833,105.8775243,10207.0,7.283054856179167e-05,30.0,1.0,6.6
25213,55.0,2.0,4.0,4.0,5726.0,3.0,3.0,2020.0,21.0071643,105.8028903,10055.0,7.283054856179167e-05,30.0,1.0,5.8
16025,80.0,3.0,7.0,7.0,6207.0,3.0,3.0,2023.0,21.0516835,105.8112908,10072.0,7.283054856179167e-05,30.0,1.0,22.0
22318,50.0,3.0,4.0,2.0,2321.0,6.0,4.0,2020.0,20.9836984,105.8636257,11617.0,0.0534061638818951,26.0,1.0,2.0
3527,53.0,0.0,1.0,1.0,4260.0,6.0,3.0,2022.0,10.821140767690803,106.6938627395029,71409.0,0.0534003669794765,26.0,0.0,2.25
5378,58.2,2.0,2.0,1.0,5855.0,6.0,4.0,2022.0,10.79268191742156,106.69585744419732,72210.0,0.0534003669794765,26.0,0.0,6.4
1395,60.0,0.0,2.0,1.0,4552.0,6.0,1.0,2023.0,10.8164453,106.7204618,72309.0,0.2548236191516143,16.0,0.0,2.34
27612,130.0,2.0,4.0,2.0,6343.0,5.0,2.0,2022.0,21.0158656,105.832411,10306.0,7.283054856179167e-05,30.0,1.0,60.0
22737,55.0,3.0,4.0,2.0,7213.0,5.0,1.0,2022.0,21.0347417,105.7946177,10141.0,0.0534061638818951,26.0,1.0,9.0
10725,75.0,0.0,4.0,2.0,1020.0,5.0,2.0,2024.0,21.0470371,105.8078466,10072.0,7.283054856179167e-05,30.0,1.0,4.6
24138,80.0,2.0,4.0,2.0,5295.0,3.0,1.0,2023.0,21.0053964,105.8569193,10053.0,7.283054856179167e-05,30.0,1.0,18.0
21292,30.0,3.0,3.0,2.0,4369.0,3.0,2.0,2019.0,21.04297,105.80253,10072.0,7.283054856179167e-05,30.0,1.0,3.9
12743,68.0,0.0,2.0,2.0,1722.0,5.0,1.0,2021.0,20.9792274,105.8117048,10135.0,7.283054856179167e-05,30.0,1.0,2.2
15603,65.0,3.0,4.0,2.0,2360.0,5.0,3.0,2024.0,21.046054,105.7917616,10179.0,7.283054856179167e-05,30.0,1.0,15.2
8727,49.0,0.0,1.0,1.0,936.0,4.0,2.0,2023.0,21.0653816,105.7794344,12500.0,7.283054856179167e-05,30.0,1.0,1.25
14350,98.0,0.0,2.0,2.0,1062.0,5.0,4.0,2023.0,21.0382547,105.7940821,10141.0,7.283054856179167e-05,30.0,1.0,4.75
20350,43.0,3.0,6.0,6.0,3534.0,6.0,2.0,2019.0,20.9684,105.76946,10170.0,7.283054856179167e-05,30.0,1.0,4.95
26588,40.0,2.0,4.0,2.0,2244.0,3.0,3.0,2023.0,21.0215573,105.8330237,10081.0,0.0534061638818951,26.0,1.0,13.5
31516,235.0,4.0,4.0,2.0,2689.0,6.0,1.0,2024.0,20.9803677,105.9523622,10000.0,0.0534061638818951,26.0,1.0,19.5
6884,63.7,2.0,2.0,2.0,3908.0,6.0,3.0,2022.0,10.839863553366916,106.6419121694875,71500.0,0.0534003669794765,26.0,0.0,5.5
4181,146.0,2.0,4.0,3.0,4669.0,6.0,3.0,2023.0,10.839005918317334,106.64836731562674,71500.0,0.0534003669794765,26.0,0.0,6.0
23020,50.0,3.0,4.0,4.0,3733.0,6.0,4.0,2022.0,20.9988372,105.8257651,10165.0,7.283054856179167e-05,30.0,1.0,9.15
20928,25.0,3.0,4.0,2.0,4128.0,6.0,2.0,2019.0,21.00311,105.80204,10055.0,7.283054856179167e-05,30.0,1.0,2.5
26708,50.0,2.0,4.0,2.0,1377.0,5.0,2.0,2023.0,21.0132507,105.8657274,10078.0,0.0400728305485618,27.0,1.0,14.0
89,47.0,0.0,2.0,1.0,1991.0,4.0,2.0,2024.0,10.8691056,106.7334329,75350.0,0.0534003669794765,26.0,0.0,2.0
20128,43.0,3.0,4.0,2.0,5926.0,5.0,2.0,2019.0,20.99197,105.84205,11617.0,7.283054856179167e-05,30.0,1.0,3.5
6201,800.0,2.0,29.0,29.0,4152.0,6.0,4.0,2022.0,10.818907381852616,106.70052150845235,72309.0,0.0534003669794765,26.0,0.0,22.5
16410,68.0,3.0,10.0,2.0,7040.0,3.0,1.0,2023.0,21.0209503,105.7769317,10074.0,0.0400728305485618,27.0,1.0,0.11
16494,59.0,3.0,4.0,2.0,2673.0,5.0,4.0,2022.0,20.9887356,105.8187558,11718.0,0.0400728305485618,27.0,1.0,21.0
26449,100.0,2.0,2.0,2.0,3512.0,3.0,2.0,2024.0,21.0617106,105.8944872,11810.0,0.0534061638818951,26.0,1.0,19.0
8124,72.0,2.0,2.0,2.0,4993.0,6.0,2.0,2022.0,10.84222704283836,106.68020211453532,70048.0,0.0534003669794765,26.0,0.0,3.2
25445,30.0,2.0,4.0,2.0,7283.0,5.0,2.0,2019.0,20.98035,105.88398,11622.0,7.283054856179167e-05,30.0,1.0,2.5
11129,66.0,0.0,4.0,2.0,3044.0,5.0,1.0,2023.0,21.0186765,105.884813,11622.0,0.0534061638818951,26.0,1.0,2.5
12103,65.0,0.0,2.0,1.0,6768.0,3.0,4.0,2021.0,21.035370183147496,105.79174894722136,10141.0,7.283054856179167e-05,30.0,1.0,1.95
21564,43.0,3.0,4.0,4.0,3696.0,3.0,2.0,2019.0,21.0356,105.8568,11008.0,0.0534061638818951,26.0,1.0,0.285
3086,49.0,0.0,1.0,1.0,4065.0,6.0,3.0,2022.0,10.847012735350736,106.6345818776075,71507.0,0.0534003669794765,26.0,0.0,1.28
16649,72.0,3.0,3.0,3.0,2305.0,3.0,4.0,2022.0,21.0420623,105.8180709,10062.0,0.0400728305485618,27.0,1.0,13.4
6599,156.0,2.0,3.0,4.0,5439.0,6.0,3.0,2022.0,10.865805,106.68690195,71514.0,0.0534003669794765,26.0,0.0,5.2
15103,134.0,0.0,4.0,2.0,2241.0,5.0,3.0,2021.0,21.038275,105.7715517,10085.0,0.0534061638818951,26.0,1.0,0.28
25431,58.0,2.0,4.0,2.0,2584.0,5.0,2.0,2019.0,21.0176,105.84001,10017.0,0.0400728305485618,27.0,1.0,3.6
33028,258.0,4.0,4.0,2.0,7097.0,5.0,3.0,2021.0,21.15127492284517,105.83506452077638,12323.0,0.0534061638818951,26.0,1.0,19.1
10896,209.0,0.0,4.0,3.0,4437.0,6.0,4.0,2023.0,21.047768,105.7615252,10085.0,0.0534061638818951,26.0,1.0,7.9
30471,23.0,2.0,4.0,2.0,1765.0,3.0,2.0,2019.0,20.9961,105.7998,12011.0,0.0534061638818951,26.0,1.0,3.42
3312,183.0,0.0,4.0,3.0,4049.0,4.0,3.0,2022.0,10.70810255,106.6413621,71812.0,0.0534003669794765,26.0,0.0,2.78
7630,45.3,2.0,2.0,2.0,1490.0,6.0,2.0,2022.0,10.765741353237866,106.6907571417375,70200.0,0.0534003669794765,26.0,0.0,2.7
25064,50.0,2.0,6.0,7.0,7130.0,3.0,2.0,2021.0,21.0095326,105.8201933,10165.0,0.0534061638818951,26.0,1.0,18.6
22447,88.0,3.0,12.0,2.0,5197.0,3.0,2.0,2021.0,10.876248,106.660338,71514.0,0.0534003669794765,26.0,1.0,19.5
26219,96.0,2.0,3.0,2.0,725.0,6.0,2.0,2019.0,20.97199,105.83944,11718.0,0.0534061638818951,26.0,1.0,0.27
18909,38.0,3.0,4.0,2.0,7025.0,6.0,2.0,2019.0,20.98239,105.82285,11718.0,0.0400728305485618,27.0,1.0,2.85
22911,45.0,3.0,4.0,2.0,5263.0,5.0,3.0,2022.0,10.876248,106.660338,71514.0,0.0534003669794765,26.0,1.0,4.98
18472,50.0,3.0,4.0,2.0,6112.0,3.0,1.0,2020.0,21.0240516,105.8343155,10081.0,0.0400728305485618,27.0,1.0,2.99
16187,262.0,3.0,4.0,2.0,1833.0,3.0,1.0,2023.0,10.876248,106.660338,71514.0,0.0534003669794765,26.0,1.0,125.0
16500,52.0,3.0,10.0,10.0,3854.0,6.0,4.0,2022.0,20.9818569,105.8105171,10135.0,0.0534061638818951,26.0,1.0,13.9
3221,111.9,0.0,2.0,2.0,7484.0,4.0,3.0,2022.0,10.803839875227192,106.61586729323032,71913.0,0.0534003669794765,26.0,0.0,6.0
26477,51.0,2.0,4.0,2.0,3827.0,3.0,2.0,2024.0,21.0420749,105.7977339,10072.0,0.0534061638818951,26.0,1.0,12.0
14231,56.0,0.0,2.0,2.0,1541.0,6.0,4.0,2022.0,20.9562614,105.8080617,10136.0,7.283054856179167e-05,30.0,1.0,1.25
34979,75.0,4.0,4.0,2.0,3341.0,5.0,2.0,2020.0,20.955835,105.7563658,10170.0,0.0534061638818951,26.0,1.0,10.7
2254,59.0,0.0,2.0,2.0,6002.0,5.0,4.0,2022.0,10.6892237,106.5827073791761,10000.0,0.1067337003128099,22.0,0.0,2.44
18512,37.0,3.0,4.0,2.0,1431.0,5.0,1.0,2020.0,20.9887717,105.8180319,11718.0,7.283054856179167e-05,30.0,1.0,2.9
13152,113.0,0.0,3.0,2.0,2900.0,6.0,4.0,2020.0,21.009348672338646,105.77423792753908,10074.0,0.0534061638818951,26.0,1.0,5.9
5388,61.0,2.0,3.0,2.0,3339.0,6.0,4.0,2022.0,10.78001725,106.60318475,72031.0,0.0534003669794765,26.0,0.0,4.95
9415,35.0,0.0,1.0,1.0,2116.0,3.0,1.0,2021.0,21.0090571,105.8607507,10078.0,7.283054856179167e-05,30.0,1.0,0.78
33643,225.0,4.0,6.0,5.0,5602.0,3.0,2.0,2020.0,21.0588246,105.7260282,34000.0,0.0534061638818951,26.0,1.0,0.25
29635,82.0,2.0,8.0,8.0,6342.0,3.0,3.0,2022.0,21.01211240146269,105.83621578721744,10306.0,0.0534061638818951,26.0,1.0,40.0
19624,28.0,3.0,2.0,3.0,2663.0,3.0,2.0,2019.0,20.99796,105.82193,10165.0,0.0534061638818951,26.0,1.0,3.7
36084,73.0,4.0,4.0,2.0,3805.0,6.0,3.0,2023.0,20.9985157,105.8031584,10055.0,7.283054856179167e-05,30.0,1.0,17.6
2863,50.0,0.0,1.0,1.0,5878.0,4.0,3.0,2022.0,10.736997982090337,106.62714517618858,73118.0,0.0534003669794765,26.0,0.0,2.5
14712,144.0,0.0,3.0,2.0,997.0,6.0,2.0,2019.0,20.9993,105.80113,10055.0,0.0400728305485618,27.0,1.0,0.29
33092,70.0,4.0,3.0,4.0,6087.0,3.0,2.0,2021.0,10.876248,106.660338,71514.0,0.0534003669794765,26.0,1.0,0.52
23750,368.0,2.0,4.0,2.0,2824.0,5.0,2.0,2024.0,21.0510426,105.8079443,10072.0,7.283054856179167e-05,30.0,1.0,58.0
21750,26.0,3.0,3.0,3.0,5270.0,3.0,2.0,2019.0,21.0135,105.81555,10167.0,7.283054856179167e-05,30.0,1.0,2.4
5940,25.9,2.0,2.0,1.0,7493.0,6.0,4.0,2022.0,10.73371964598666,106.59550668730432,73118.0,0.0534003669794765,26.0,0.0,2.1
18157,30.0,3.0,3.0,3.0,7130.0,3.0,4.0,2020.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,2.1
29025,30.0,2.0,2.0,3.0,4714.0,3.0,2.0,2021.0,20.9988954,105.8532977,11617.0,0.0534061638818951,26.0,1.0,3.86
30831,150.0,2.0,4.0,2.0,1626.0,5.0,2.0,2021.0,21.0417861,105.7920424,10179.0,0.0534061638818951,26.0,1.0,25.5
30454,85.0,2.0,4.0,2.0,3317.0,5.0,2.0,2019.0,20.99648,105.85873,11617.0,0.0534061638818951,26.0,1.0,19.5
19046,32.0,3.0,3.0,4.0,5299.0,6.0,2.0,2019.0,21.00423,105.86006,11617.0,7.283054856179167e-05,30.0,1.0,2.85
16355,36.0,3.0,4.0,2.0,2248.0,3.0,1.0,2023.0,21.0123103,105.8289783,10306.0,7.283054856179167e-05,30.0,1.0,6.15
6804,96.0,2.0,2.0,2.0,3169.0,6.0,3.0,2022.0,10.78553303369144,106.63361858896214,72012.0,0.0534003669794765,26.0,0.0,5.2
4131,79.0,0.0,2.0,2.0,1603.0,4.0,3.0,2021.0,10.7440413,106.6729433,73009.0,6.703364614323671e-05,30.0,0.0,2.8
11596,45.2,0.0,1.0,1.0,5346.0,3.0,2.0,2022.0,21.003128591029228,105.94441272852784,10000.0,0.0534061638818951,26.0,1.0,1.577
20061,22.0,3.0,4.0,2.0,6119.0,5.0,2.0,2019.0,21.02125,105.83654,11018.0,7.283054856179167e-05,30.0,1.0,1.65
11945,108.0,0.0,3.0,2.0,623.0,6.0,4.0,2021.0,20.9836984,105.8636257,11617.0,0.0534061638818951,26.0,1.0,0.31
1024,55.5,0.0,1.0,1.0,2429.0,4.0,3.0,2023.0,10.7146752,106.7370406,71800.0,6.703364614323671e-05,30.0,0.0,2.75
4633,133.4,2.0,4.0,3.0,3177.0,6.0,1.0,2023.0,10.789104932470384,106.6715803480414,70150.0,0.0534003669794765,26.0,0.0,7.2
1497,65.0,0.0,2.0,2.0,1519.0,4.0,1.0,2023.0,10.76368103541117,106.69928572328354,71010.0,0.0534003669794765,26.0,0.0,5.4
10778,107.0,0.0,4.0,2.0,3344.0,5.0,2.0,2024.0,21.0221606,105.771796,10057.0,7.283054856179167e-05,30.0,1.0,5.15
21903,62.0,3.0,3.0,3.0,347.0,3.0,2.0,2019.0,21.03483,105.78476,10085.0,7.283054856179167e-05,30.0,1.0,4.35
17884,77.0,3.0,4.0,2.0,2654.0,6.0,2.0,2021.0,10.876248,106.660338,71514.0,0.0534003669794765,26.0,1.0,9.2
15483,110.0,3.0,6.0,6.0,2578.0,6.0,4.0,2024.0,21.019454,105.8385705,10017.0,7.283054856179167e-05,30.0,1.0,41.6
33360,74.0,4.0,4.0,2.0,2686.0,5.0,4.0,2020.0,20.955754846441803,105.78953936109616,10156.0,0.0534061638818951,26.0,1.0,7.85
7441,36.6,2.0,1.0,1.0,7426.0,6.0,3.0,2022.0,10.76937777164276,106.62043130562958,72031.0,0.0534003669794765,26.0,0.0,3.3
19159,56.0,3.0,4.0,2.0,6420.0,5.0,2.0,2019.0,21.02324,105.79474,10079.0,7.283054856179167e-05,30.0,1.0,4.0
9386,135.0,0.0,4.0,2.0,2241.0,5.0,2.0,2021.0,21.038275,105.7715517,10085.0,0.0534061638818951,26.0,1.0,3.9
29898,100.0,2.0,3.0,3.0,2167.0,3.0,1.0,2023.0,10.8019128,106.7647475,71210.0,0.0534003669794765,26.0,1.0,30.0
10458,89.0,0.0,2.0,2.0,4455.0,6.0,2.0,2019.0,21.0822,105.8171,10206.0,7.283054856179167e-05,30.0,1.0,3.8
13917,106.0,0.0,3.0,2.0,5213.0,4.0,1.0,2022.0,20.99611236568524,105.73932745816649,34000.0,0.0534061638818951,26.0,1.0,0.8
31906,75.0,4.0,4.0,2.0,1944.0,5.0,3.0,2021.0,21.0105208,105.952941,10000.0,0.0534061638818951,26.0,1.0,6.7
2693,71.2,0.0,2.0,2.0,7484.0,4.0,3.0,2022.0,10.803839875227192,106.61586729323032,71913.0,0.0534003669794765,26.0,0.0,4.0
21510,40.0,3.0,4.0,2.0,2116.0,6.0,2.0,2019.0,21.02607,105.84613,11019.0,7.283054856179167e-05,30.0,1.0,3.19
23819,30.0,2.0,4.0,5.0,5378.0,3.0,1.0,2024.0,20.9751142,105.8554513,11617.0,0.0534061638818951,26.0,1.0,4.6
20745,20.0,3.0,4.0,2.0,6119.0,5.0,2.0,2019.0,21.02125,105.83654,11018.0,7.283054856179167e-05,30.0,1.0,1.65
9478,143.0,0.0,4.0,2.0,6736.0,5.0,1.0,2021.0,21.0439552,105.8032082,10072.0,7.283054856179167e-05,30.0,1.0,7.2
23477,41.0,3.0,4.0,2.0,4130.0,5.0,2.0,2024.0,21.002125,105.8089493,10165.0,7.283054856179167e-05,30.0,1.0,7.2
14193,75.0,0.0,2.0,2.0,2315.0,5.0,4.0,2022.0,20.9592854918649,105.82364778453368,11718.0,0.0534061638818951,26.0,1.0,2.195
4485,54.0,2.0,1.0,1.0,4740.0,6.0,1.0,2024.0,10.866311772811994,106.7232492537254,75350.0,0.0534003669794765,26.0,0.0,4.5
30049,70.0,2.0,4.0,3.0,2399.0,6.0,3.0,2023.0,10.876248,106.660338,71514.0,0.0534003669794765,26.0,1.0,19.8
15144,48.0,0.0,2.0,1.0,2619.0,6.0,4.0,2021.0,21.0627864,105.9083056,8443.0,0.0534061638818951,26.0,1.0,0.1
